year,country_iso_code,co2_including_luc,co2_including_luc_per_capita,co2_including_luc_growth_abs,cement_co2,cement_co2_per_capita,cumulative_cement_co2,coal_co2,coal_co2_per_capita,cumulative_coal_co2,flaring_co2,flaring_co2_per_capita,cumulative_flaring_co2,gas_co2,gas_co2_per_capita,cumulative_gas_co2,land_use_change_co2,land_use_change_co2_per_capita,cumulative_luc_co2,oil_co2,oil_co2_per_capita,cumulative_oil_co2,other_industry_co2,other_co2_per_capita,cumulative_other_co2
2013,EGY,212.408,2.275,-3.341,20.21,0.216,382.834,1.7,0.018,125.225,4.47,0.048,29.692,90.4,0.968,1300.908,0.989,0.011,351.561,94.639,1.014,2892.702,,,
2014,EGY,228.805,2.394,16.396,20.76,0.217,403.594,1.495,0.016,126.72,5.231,0.055,34.923,81.7,0.855,1382.608,1.905,0.02,353.466,117.713,1.231,3010.416,,,
2015,EGY,225.029,2.303,-3.775,21.648,0.222,425.242,1.345,0.014,128.064,5.312,0.054,40.236,84.151,0.861,1466.759,0.55,0.006,354.016,112.023,1.146,3122.439,,,
2016,EGY,239.679,2.402,14.649,22.82,0.229,448.062,1.608,0.016,129.673,5.263,0.053,45.499,94.824,0.95,1561.583,0.293,0.003,354.309,114.87,1.151,3237.309,,,
2017,EGY,260.404,2.558,20.725,21.77,0.214,469.832,6.507,0.064,136.18,4.391,0.043,49.89,108.407,1.065,1669.99,0.293,0.003,354.602,119.036,1.169,3356.345,,,
2018,EGY,244.201,2.354,-16.203,21.002,0.202,490.834,13.007,0.125,149.187,4.264,0.041,54.153,102.698,0.99,1772.688,0.293,0.003,354.895,102.936,0.992,3459.281,,,
2019,EGY,256.433,2.428,12.232,19.669,0.186,510.503,10.124,0.096,159.311,4.364,0.041,58.517,120.52,1.141,1893.208,0.293,0.003,355.188,101.463,0.961,3560.745,,,
2020,EGY,236.113,2.197,-20.32,18.135,0.169,528.638,3.854,0.036,163.165,4.437,0.041,62.954,119.029,1.108,2012.237,0.293,0.003,355.481,90.366,0.841,3651.11,,,
2021,EGY,249.917,2.287,13.804,16.156,0.148,544.793,6.228,0.057,169.393,3.915,0.036,66.869,126.313,1.156,2138.55,0.293,0.003,355.774,97.012,0.888,3748.122,,,
2000,SLV,9.262,1.554,3.271,0.453,0.076,8.62,0.004,0.001,0.029,0,0,0,0,0,0,3.591,0.603,647.136,5.214,0.875,95.806,,,
2001,SLV,8.312,1.388,-0.949,0.497,0.083,9.116,0.004,0.001,0.033,0,0,0,0,0,0,2.455,0.41,649.591,5.357,0.895,101.163,,,
2002,SLV,6.913,1.15,-1.4,0.556,0.092,9.672,0,0,0.033,0,0,0,0,0,0,0.843,0.14,650.433,5.514,0.917,106.678,,,
2003,SLV,9.219,1.53,2.307,0.58,0.096,10.252,0.004,0.001,0.037,0,0,0,0,0,0,2.785,0.462,653.218,5.851,0.971,112.529,,,
2004,SLV,6.29,1.042,-2.929,0.523,0.087,10.775,0.004,0.001,0.04,0,0,0,0,0,0,0.037,0.006,653.255,5.727,0.949,118.256,,,
2005,SLV,2.78,0.46,-3.51,0.464,0.077,11.239,0.004,0.001,0.044,0,0,0,0,0,0,-3.517,-0.583,649.737,5.83,0.966,124.086,,,
2006,SLV,5.179,0.858,2.399,0.533,0.088,11.772,0.004,0.001,0.048,0,0,0,0,0,0,-1.539,-0.255,648.198,6.181,1.024,130.267,,,
2007,SLV,6.992,1.157,1.813,0.521,0.086,12.294,0.004,0.001,0.051,0,0,0,0,0,0,0.147,0.024,648.345,6.321,1.046,136.587,,,
2008,SLV,5.672,0.935,-1.32,0.516,0.085,12.81,0.004,0.001,0.055,0,0,0,0,0,0,-0.733,-0.121,647.612,5.885,0.97,142.472,,,
2009,SLV,4.774,0.784,-0.898,0.479,0.079,13.289,0.004,0.001,0.059,0,0,0,0,0,0,-1.539,-0.253,646.073,5.83,0.957,148.302,,,
2010,SLV,5.256,0.86,0.482,0.507,0.083,13.796,0.004,0.001,0.062,0,0,0,0,0,0,-1.063,-0.174,645.011,5.808,0.95,154.11,,,
2011,SLV,6.243,1.017,0.987,0.516,0.084,14.312,0.004,0.001,0.066,0,0,0,0,0,0,-0.256,-0.042,644.754,5.98,0.974,160.089,,,
2012,SLV,6.105,0.991,-0.137,0.536,0.087,14.848,0.004,0.001,0.07,0,0,0,0,0,0,-0.366,-0.059,644.388,5.932,0.963,166.021,,,
2013,SLV,5.472,0.885,-0.634,0.466,0.075,15.315,0.004,0.001,0.073,0,0,0,0,0,0,-0.623,-0.101,643.765,5.625,0.909,171.646,,,
2014,SLV,4.979,0.802,-0.493,0.388,0.062,15.702,0.004,0.001,0.077,0,0,0,0,0,0,-1.172,-0.189,642.592,5.76,0.928,177.406,,,
2015,SLV,6.375,1.023,1.396,0.384,0.062,16.086,0.004,0.001,0.081,0,0,0,0,0,0,-0.293,-0.047,642.299,6.28,1.008,183.686,,,
2016,SLV,5.46,0.874,-0.915,0.341,0.055,16.427,0.004,0.001,0.084,0,0,0,0,0,0,-1.136,-0.182,641.163,6.251,1,189.937,,,
2017,SLV,4.871,0.777,-0.589,0.349,0.056,16.776,0.004,0.001,0.088,0,0,0,0,0,0,-1.099,-0.175,640.064,5.617,0.896,195.554,,,
2018,SLV,5.347,0.852,0.476,0.423,0.067,17.199,0.004,0.001,0.092,0,0,0,0,0,0,-1.063,-0.169,639.002,5.983,0.953,201.538,,,
2019,SLV,6.397,1.019,1.05,0.457,0.073,17.656,0.004,0.001,0.095,0,0,0,0,0,0,-1.026,-0.163,637.976,6.962,1.109,208.499,,,
2020,SLV,5.548,0.882,-0.849,0.457,0.073,18.114,0.003,0.001,0.099,0,0,0,0,0,0,-0.953,-0.151,637.023,6.04,0.96,214.539,,,
2021,SLV,6.252,0.99,0.703,0.457,0.072,18.571,0.004,0.001,0.103,0,0,0,0,0,0,-0.953,-0.151,636.07,6.742,1.068,221.282,,,
2000,GNQ,10.398,15.181,-0.267,0,0,0,0,0,0,0.183,0.267,0.26,0.059,0.086,0.132,9.783,14.282,251.57,0.374,0.546,3.7,,,
2001,GNQ,8.167,11.354,-2.231,0,0,0,0,0,0,2.47,3.433,2.73,0.037,0.051,0.169,5.203,7.233,256.773,0.458,0.637,4.158,,,
2002,GNQ,11.3,14.984,3.133,0,0,0,0,0,0,6.98,9.255,9.709,0.191,0.253,0.36,3.517,4.664,260.291,0.612,0.812,4.77,,,
2003,GNQ,11.516,14.583,0.216,0,0,0,0,0,0,6.969,8.825,16.678,0.191,0.241,0.55,3.554,4.501,263.845,0.802,1.016,5.573,,,
2004,GNQ,13.04,15.78,1.524,0,0,0,0,0,0,6.35,7.684,23.028,2.495,3.019,3.045,3.078,3.724,266.922,1.118,1.352,6.69,,,
2005,GNQ,9.504,10.991,-3.536,0,0,0,0,0,0,4.378,5.063,27.406,2.495,2.885,5.541,1.466,1.695,268.388,1.165,1.347,7.855,,,
2006,GNQ,9.087,10.036,-0.418,0,0,0,0,0,0,3.395,3.749,30.801,2.496,2.757,8.037,1.979,2.185,270.367,1.217,1.344,9.072,,,
2007,GNQ,8.222,8.666,-0.865,0,0,0,0,0,0,2.409,2.539,33.21,1.922,2.026,9.959,2.638,2.78,273.005,1.252,1.32,10.325,,,
2008,GNQ,6.76,6.794,-1.462,0,0,0,0,0,0,2.508,2.521,35.719,2.34,2.352,12.299,0.66,0.663,273.664,1.252,1.259,11.577,,,
2009,GNQ,6.379,6.112,-0.381,0,0,0,0,0,0,2.508,2.403,38.227,1.666,1.596,13.965,0.989,0.948,274.653,1.216,1.165,12.793,,,
2010,GNQ,6.493,5.932,0.114,0,0,0,0,0,0,2.51,2.293,40.737,3.048,2.785,17.014,-0.293,-0.268,274.36,1.227,1.121,14.02,,,
2011,GNQ,9.065,7.92,2.572,0,0,0,0,0,0,5.023,4.389,45.76,3.158,2.759,20.172,-0.366,-0.32,273.994,1.249,1.092,15.27,,,
2012,GNQ,6.534,5.474,-2.53,0,0,0,0,0,0,1.247,1.045,47.007,4.367,3.659,24.54,-0.366,-0.307,273.628,1.286,1.077,16.556,,,
2013,GNQ,7.793,6.265,1.259,0,0,0,0,0,0,1.271,1.022,48.278,5.646,4.539,30.186,-0.403,-0.324,273.224,1.279,1.028,17.834,,,
2014,GNQ,7.196,5.556,-0.597,0,0,0,0,0,0,1.238,0.956,49.516,5.13,3.96,35.315,-0.476,-0.368,272.748,1.304,1.007,19.139,,,
2015,GNQ,7.363,5.467,0.167,0,0,0,0,0,0,1.087,0.807,50.603,4.646,3.449,39.961,0.33,0.245,273.078,1.301,0.966,20.439,,,
2016,GNQ,8.11,5.797,0.747,0,0,0,0,0,0,0.868,0.62,51.471,5.457,3.901,45.419,0.55,0.393,273.628,1.235,0.883,21.675,,,
2017,GNQ,8.265,5.697,0.155,0,0,0,0,0,0,0.574,0.396,52.046,6.148,4.238,51.567,0.403,0.278,274.031,1.14,0.785,22.814,,,
2018,GNQ,6.741,4.488,-1.524,0,0,0,0,0,0,0.619,0.412,52.664,4.305,2.866,55.872,0.733,0.488,274.763,1.085,0.722,23.899,,,
2019,GNQ,5.481,3.529,-1.261,0,0,0,0,0,0,0.534,0.344,53.199,2.986,1.923,58.858,0.843,0.543,275.606,1.118,0.72,25.016,,,
2020,GNQ,5.905,3.7,0.424,0,0,0,0,0,0,0.813,0.509,54.011,3.122,1.956,61.981,0.916,0.574,276.522,1.054,0.66,26.07,,,
2021,GNQ,6.214,3.802,0.309,0,0,0,0,0,0,0.479,0.293,54.49,3.628,2.22,65.609,0.989,0.605,277.511,1.118,0.684,27.188,,,
2000,ERI,1.997,0.834,-2.026,0.018,0.008,0.206,0,0,0,0,0,0,0,0,0,1.392,0.582,139.745,0.586,0.245,4.943,,,
2001,ERI,1.066,0.433,-0.931,0.018,0.007,0.224,0,0,0,0,0,0,0,0,0,0.44,0.179,140.185,0.608,0.247,5.551,,,
2002,ERI,2.726,1.07,1.66,0.018,0.007,0.242,0,0,0,0,0,0,0,0,0,2.125,0.834,142.31,0.583,0.229,6.134,,,
2003,ERI,1.846,0.696,-0.879,0.018,0.007,0.26,0,0,0,0,0,0,0,0,0,1.136,0.428,143.446,0.692,0.261,6.826,,,
2004,ERI,2.564,0.928,0.718,0.018,0.006,0.278,0,0,0,0,0,0,0,0,0,1.795,0.65,145.241,0.751,0.272,7.577,,,
2005,ERI,4.58,1.617,2.015,0.018,0.006,0.296,0,0,0,0,0,0,0,0,0,3.811,1.346,149.052,0.751,0.265,8.328,,,
2006,ERI,2.637,0.916,-1.942,0.018,0.006,0.313,0,0,0,0,0,0,0,0,0,2.088,0.725,151.14,0.531,0.184,8.86,,,
2007,ERI,1.956,0.668,-0.682,0.017,0.006,0.331,0,0,0,0,0,0,0,0,0,1.392,0.476,152.532,0.546,0.187,9.405,,,
2008,ERI,2.425,0.807,0.469,0.017,0.006,0.348,0,0,0,0,0,0,0,0,0,2.015,0.67,154.548,0.392,0.13,9.798,,,
2009,ERI,1.743,0.565,-0.681,0.017,0.006,0.366,0,0,0,0,0,0,0,0,0,1.246,0.404,155.793,0.48,0.156,10.278,,,
2010,ERI,1.34,0.426,-0.403,0.017,0.006,0.383,0,0,0,0,0,0,0,0,0,0.843,0.268,156.636,0.48,0.152,10.758,,,
2011,ERI,1.105,0.345,-0.235,0.061,0.019,0.444,0,0,0,0,0,0,0,0,0,0.55,0.171,157.186,0.495,0.154,11.252,,,
2012,ERI,1.008,0.31,-0.098,0.088,0.027,0.532,0,0,0,0,0,0,0,0,0,0.403,0.124,157.589,0.517,0.159,11.769,,,
2013,ERI,0.914,0.277,-0.094,0.09,0.027,0.622,0,0,0,0,0,0,0,0,0,0.293,0.089,157.882,0.531,0.161,12.3,,,
2014,ERI,1.657,0.499,0.743,0.089,0.027,0.711,0,0,0,0,0,0,0,0,0,1.026,0.309,158.908,0.542,0.163,12.842,,,
2015,ERI,3.892,1.165,2.235,0.077,0.023,0.788,0,0,0,0,0,0,0,0,0,3.261,0.976,162.169,0.554,0.166,13.396,,,
2016,ERI,5.299,1.575,1.407,0.077,0.023,0.866,0,0,0,0,0,0,0,0,0,4.653,1.383,166.822,0.568,0.169,13.964,,,
2017,ERI,6.127,1.804,0.828,0.081,0.024,0.947,0,0,0,0,0,0,0,0,0,5.423,1.596,172.245,0.623,0.183,14.587,,,
2018,ERI,6.729,1.953,0.602,0.108,0.031,1.056,0,0,0,0,0,0,0,0,0,5.899,1.712,178.144,0.722,0.21,15.309,,,
2019,ERI,7.084,2.025,0.355,0.108,0.031,1.164,0,0,0,0,0,0,0,0,0,6.229,1.78,184.372,0.747,0.214,16.056,,,
2020,ERI,7.159,2.013,0.074,0.108,0.031,1.273,0,0,0,0,0,0,0,0,0,6.375,1.793,190.748,0.675,0.19,16.73,,,
2021,ERI,7.269,2.008,0.111,0.108,0.03,1.381,0,0,0,0,0,0,0,0,0,6.449,1.781,197.196,0.712,0.197,17.442,,,
2000,EST,7.586,5.431,-4.375,0.374,0.268,15.217,10.849,7.766,926.497,0,0,2.841,1.503,1.076,46.631,-7.914,-5.666,179.646,2.729,1.954,300.27,0.046,0.033,0.622
2001,EST,5.751,4.143,-1.835,0.38,0.274,15.596,10.679,7.694,937.175,0,0,2.841,1.611,1.161,48.243,-10.149,-7.312,169.497,3.182,2.292,303.452,0.049,0.035,0.671
2002,EST,10.693,7.753,4.942,0.356,0.258,15.953,10.381,7.527,947.557,0,0,2.841,1.36,0.986,49.602,-4.69,-3.4,164.807,3.232,2.343,306.684,0.054,0.039,0.724
2003,EST,8.998,6.565,-1.695,0.335,0.245,16.288,12.168,8.878,959.725,0,0,2.841,1.547,1.129,51.149,-8.281,-6.041,156.526,3.174,2.316,309.858,0.054,0.04,0.779
2004,EST,15.474,11.357,6.475,0.365,0.268,16.653,12.012,8.816,971.737,0,0,2.841,1.742,1.278,52.891,-1.869,-1.371,154.657,3.174,2.329,313.032,0.05,0.037,0.829
2005,EST,12.493,9.222,-2.981,0.373,0.275,17.026,11.743,8.669,983.48,0,0,2.841,1.741,1.285,54.632,-4.617,-3.408,150.041,3.205,2.366,316.236,0.048,0.035,0.877
2006,EST,12.277,9.117,-0.216,0.414,0.307,17.439,11.044,8.201,994.524,0,0,2.841,1.729,1.284,56.361,-4.177,-3.102,145.864,3.215,2.387,319.452,0.053,0.039,0.93
2007,EST,14.763,11.013,2.486,0.597,0.445,18.036,14.257,10.635,1008.781,0,0,2.841,1.737,1.296,58.098,-5.203,-3.881,140.661,3.322,2.478,322.774,0.053,0.04,0.983
2008,EST,13.823,10.339,-0.94,0.603,0.451,18.639,12.322,9.216,1021.103,0,0,2.841,1.682,1.258,59.779,-4.067,-3.042,136.594,3.237,2.421,326.011,0.047,0.035,1.03
2009,EST,11.766,8.816,-2.057,0.257,0.193,18.896,10.02,7.508,1031.123,0,0,2.841,1.224,0.917,61.003,-2.675,-2.004,133.919,2.914,2.184,328.926,0.025,0.019,1.055
2010,EST,15.082,11.327,3.316,0.31,0.233,19.206,14.26,10.71,1045.383,0,0,2.841,1.328,0.997,62.331,-3.92,-2.944,129.999,3.066,2.303,331.992,0.037,0.028,1.092
2011,EST,15.174,11.431,0.092,0.416,0.313,19.622,14.181,10.683,1059.565,0,0,2.841,1.19,0.897,63.521,-3.811,-2.871,126.188,3.156,2.378,335.148,0.04,0.03,1.132
2012,EST,14.607,11.044,-0.567,0.407,0.308,20.03,12.602,9.528,1072.167,0,0,2.841,1.275,0.964,64.796,-3.188,-2.41,123,3.242,2.451,338.39,0.269,0.203,1.401
2013,EST,16.913,12.833,2.306,0.399,0.303,20.429,14.532,11.026,1086.699,0,0,2.841,1.212,0.92,66.008,-2.785,-2.113,120.216,3.253,2.468,341.643,0.301,0.229,1.702
2014,EST,17.065,12.982,0.152,0.422,0.321,20.851,14.072,10.705,1100.771,0,0,2.841,1.022,0.777,67.03,-1.795,-1.366,118.42,3.294,2.505,344.936,0.051,0.039,1.753
2015,EST,14.271,10.856,-2.794,0.206,0.156,21.056,11.263,8.567,1112.034,0,0,2.842,0.915,0.696,67.946,-1.576,-1.198,116.845,3.397,2.584,348.333,0.066,0.05,1.82
2016,EST,15.434,11.729,1.163,0.185,0.141,21.242,12.753,9.691,1124.786,0,0,2.842,1.052,0.799,68.997,-2.125,-1.615,114.72,3.504,2.663,351.837,0.066,0.05,1.886
2017,EST,17.114,12.989,1.679,0.307,0.233,21.548,13.877,10.532,1138.664,0,0,2.842,0.923,0.7,69.92,-1.649,-1.251,113.071,3.572,2.711,355.409,0.084,0.064,1.97
2018,EST,16.653,12.595,-0.461,0.298,0.225,21.846,13.063,9.88,1151.726,0,0,2.842,0.987,0.746,70.907,-1.282,-0.97,111.789,3.503,2.65,358.912,0.085,0.064,2.054
2019,EST,11.354,8.556,-5.298,0.295,0.223,22.142,7.776,5.859,1159.502,0,0,2.842,0.914,0.689,71.821,-1.026,-0.773,110.763,3.315,2.498,362.228,0.079,0.06,2.134
2020,EST,8.61,6.477,-2.744,0.02,0.015,22.162,5.336,4.013,1164.838,0,0,2.842,0.81,0.609,72.63,-0.733,-0.551,110.03,3.112,2.341,365.339,0.066,0.05,2.2
2021,EST,10.009,7.533,1.399,0.02,0.015,22.182,6.222,4.682,1171.059,0,0,2.842,0.915,0.688,73.545,-0.44,-0.331,109.59,3.227,2.428,368.566,0.066,0.05,2.265
2000,SWZ,2.235,2.169,0.044,0,0,0,0.535,0.519,13.722,0,0,0,0,0,0,1.026,0.996,226.618,0.674,0.654,6.382,,,
2001,SWZ,2.268,2.178,0.033,0,0,0,0.506,0.486,14.228,0,0,0,0,0,0,1.172,1.126,227.791,0.59,0.566,6.972,,,
2002,SWZ,2.034,1.935,-0.234,0,0,0,0.487,0.464,14.715,0,0,0,0,0,0,0.953,0.907,228.744,0.594,0.565,7.566,,,
2003,SWZ,2.066,1.952,0.033,0,0,0,0.398,0.376,15.113,0,0,0,0,0,0,1.063,1.004,229.806,0.606,0.572,8.172,,,
2004,SWZ,2.099,1.97,0.033,0,0,0,0.392,0.368,15.505,0,0,0,0,0,0,1.099,1.031,230.905,0.608,0.571,8.78,,,
2005,SWZ,1.858,1.733,-0.242,0,0,0,0.382,0.357,15.888,0,0,0,0,0,0,0.843,0.786,231.748,0.632,0.59,9.412,,,
2006,SWZ,1.968,1.826,0.11,0,0,0,0.385,0.357,16.272,0,0,0,0,0,0,0.953,0.884,232.701,0.63,0.585,10.042,,,
2007,SWZ,1.957,1.805,-0.011,0,0,0,0.399,0.368,16.672,0,0,0,0,0,0,0.916,0.845,233.617,0.641,0.592,10.684,,,
2008,SWZ,1.718,1.577,-0.238,0,0,0,0.414,0.38,17.086,0,0,0,0,0,0,0.696,0.639,234.313,0.608,0.558,11.292,,,
2009,SWZ,1.682,1.536,-0.037,0,0,0,0.381,0.348,17.467,0,0,0,0,0,0,0.623,0.569,234.936,0.678,0.619,11.97,,,
2010,SWZ,1.583,1.439,-0.099,0,0,0,0.369,0.335,17.836,0,0,0,0,0,0,0.586,0.533,235.522,0.628,0.571,12.598,,,
2011,SWZ,1.63,1.475,0.048,0,0,0,0.375,0.339,18.211,0,0,0,0,0,0,0.623,0.563,236.145,0.633,0.572,13.23,,,
2012,SWZ,1.645,1.48,0.015,0,0,0,0.52,0.468,18.731,0,0,0,0,0,0,0.476,0.429,236.621,0.649,0.583,13.879,,,
2013,SWZ,1.766,1.579,0.121,0,0,0,0.676,0.605,19.407,0,0,0,0,0,0,0.366,0.328,236.988,0.724,0.647,14.602,,,
2014,SWZ,1.063,0.944,-0.703,0,0,0,0.055,0.049,19.462,0,0,0,0,0,0,0.293,0.26,237.281,0.714,0.635,15.317,,,
2015,SWZ,1.052,0.927,-0.011,0,0,0,0.136,0.12,19.598,0,0,0,0,0,0,0.183,0.162,237.464,0.733,0.646,16.049,,,
2016,SWZ,1.532,1.34,0.48,0,0,0,0.246,0.216,19.844,0,0,0,0,0,0,0.476,0.417,237.94,0.809,0.708,16.858,,,
2017,SWZ,1.572,1.365,0.04,0,0,0,0.161,0.14,20.005,0,0,0,0,0,0,0.586,0.509,238.526,0.824,0.716,17.683,,,
2018,SWZ,1.656,1.427,0.084,0,0,0,0.161,0.139,20.166,0,0,0,0,0,0,0.623,0.537,239.149,0.872,0.751,18.555,,,
2019,SWZ,1.781,1.522,0.125,0,0,0,0.202,0.172,20.368,0,0,0,0,0,0,0.66,0.564,239.809,0.92,0.786,19.474,,,
2020,SWZ,1.793,1.518,0.012,0,0,0,0.181,0.153,20.549,0,0,0,0,0,0,0.733,0.621,240.542,0.879,0.744,20.353,,,
2021,SWZ,1.93,1.619,0.137,0,0,0,0.191,0.16,20.74,0,0,0,0,0,0,0.843,0.707,241.384,0.896,0.752,21.25,,,
2000,ETH,1.081,0.016,5.718,0.356,0.005,4.78,0,0,0.388,0,0,0,0,0,0,-2.382,-0.036,6552.734,3.107,0.046,72.585,,,
2001,ETH,6.06,0.088,4.979,0.362,0.005,5.142,0,0,0.388,0,0,0,0,0,0,1.795,0.026,6554.53,3.902,0.057,76.487,,,
2002,ETH,141.392,1.989,135.332,0.361,0.005,5.503,0,0,0.388,0,0,0,0,0,0,136.96,1.927,6691.49,4.071,0.057,80.558,,,
2003,ETH,204.998,2.802,63.606,0.451,0.006,5.954,0,0,0.388,0,0,0,0,0,0,200.128,2.735,6891.618,4.419,0.06,84.976,,,
2004,ETH,176.414,2.343,-28.584,0.524,0.007,6.478,0,0,0.388,0,0,0,0,0,0,171.255,2.274,7062.873,4.635,0.062,89.611,,,
2005,ETH,176.102,2.273,-0.312,0.622,0.008,7.1,0,0,0.388,0,0,0,0,0,0,171.145,2.209,7234.018,4.335,0.056,93.946,,,
2006,ETH,176.574,2.216,0.472,0.68,0.009,7.779,0,0,0.388,0,0,0,0,0,0,171.255,2.149,7405.273,4.639,0.058,98.584,,,
