country_iso_code,year,temperature_change
ECU,2000,0.244
ECU,2001,0.478
ECU,2002,0.777
ECU,2003,0.83
ECU,2004,0.835
ECU,2005,0.837
ECU,2006,0.808
ECU,2007,0.818
ECU,2008,0.702
ECU,2009,0.961
ECU,2010,1.087
ECU,2011,0.783
ECU,2012,0.663
ECU,2013,0.491
ECU,2014,1.011
ECU,2015,1.393
ECU,2016,1.55
ECU,2017,1.155
ECU,2018,0.967
ECU,2019,1.279
ECU,2020,1.509
ECU,2021,1.032
ECU,2022,0.736
EGY,2000,0.054
EGY,2001,0.656
EGY,2002,0.827
EGY,2003,0.73
EGY,2004,0.647
EGY,2005,0.511
EGY,2006,0.726
EGY,2007,0.602
EGY,2008,0.937
EGY,2009,0.921
EGY,2010,2.325
EGY,2011,0.629
EGY,2012,0.939
EGY,2013,1.049
EGY,2014,1.254
EGY,2015,1.211
EGY,2016,1.396
EGY,2017,0.616
EGY,2018,2.049
EGY,2019,1.04
EGY,2020,1.117
EGY,2021,1.727
EGY,2022,0.655
SLV,2000,0.318
SLV,2001,0.572
SLV,2002,0.69
SLV,2003,0.878
SLV,2004,0.639
SLV,2005,0.513
SLV,2006,0.495
SLV,2007,0.43
SLV,2008,0.199
SLV,2009,0.788
SLV,2010,0.496
SLV,2011,0.508
SLV,2012,0.634
SLV,2013,0.619
SLV,2014,0.654
SLV,2015,1.285
SLV,2016,1.26
SLV,2017,0.723
SLV,2018,0.774
SLV,2019,0.972
SLV,2020,1.484
SLV,2021,0.999
SLV,2022,0.658
GNQ,2000,0.362
GNQ,2001,0.375
GNQ,2002,0.631
GNQ,2003,0.851
GNQ,2004,0.742
GNQ,2005,0.773
GNQ,2006,0.656
GNQ,2007,0.815
GNQ,2008,0.685
GNQ,2009,0.824
GNQ,2010,0.979
GNQ,2011,0.677
GNQ,2012,0.583
GNQ,2013,0.769
GNQ,2014,0.856
GNQ,2015,0.849
GNQ,2016,1.462
GNQ,2017,1.308
GNQ,2018,0.839
GNQ,2019,1.602
GNQ,2020,1.479
GNQ,2021,1.195
GNQ,2022,1.247
ERI,2000,0.561
ERI,2001,0.498
ERI,2002,1.077
ERI,2003,0.666
ERI,2004,1.127
ERI,2005,0.798
ERI,2006,0.928
ERI,2007,0.275
ERI,2008,1.097
ERI,2009,1.759
ERI,2010,1.644
ERI,2011,1.478
ERI,2012,1.476
ERI,2013,1.186
ERI,2014,0.985
ERI,2015,1.814
ERI,2016,0.99
ERI,2017,1.309
ERI,2018,0.976
ERI,2019,0.907
ERI,2020,
ERI,2021,1.49
ERI,2022,0.53
EST,2000,2.066
EST,2001,1.838
EST,2002,1.483
EST,2003,0.234
EST,2004,1.184
EST,2005,1.597
EST,2006,1.262
EST,2007,2.269
EST,2008,2.607
EST,2009,1.622
EST,2010,0.554
EST,2011,1.299
EST,2012,1.47
EST,2013,1.183
EST,2014,2.447
EST,2015,2.377
EST,2016,1.936
EST,2017,1.502
EST,2018,2.413
EST,2019,2.218
EST,2020,3.625
EST,2021,2.167
EST,2022,1.961
SWZ,2000,-0.061
SWZ,2001,0.517
SWZ,2002,0.601
SWZ,2003,0.715
SWZ,2004,0.525
SWZ,2005,1.153
SWZ,2006,0.365
SWZ,2007,1.133
SWZ,2008,0.64
SWZ,2009,0.383
SWZ,2010,1.287
SWZ,2011,0.897
SWZ,2012,0.696
SWZ,2013,0.566
SWZ,2014,0.781
SWZ,2015,1.235
SWZ,2016,1.216
SWZ,2017,0.688
SWZ,2018,1.064
SWZ,2019,1.623
SWZ,2020,0.77
SWZ,2021,0.669
SWZ,2022,1.371
ETH,2000,0.565
ETH,2001,0.729
ETH,2002,1.031
ETH,2003,1.092
ETH,2004,0.834
ETH,2005,1.092
ETH,2006,1.003
ETH,2007,0.88
ETH,2008,0.832
ETH,2009,1.339
ETH,2010,1.276
ETH,2011,1.174
ETH,2012,1.104
ETH,2013,1.229
ETH,2014,1.187
ETH,2015,1.442
ETH,2016,1.532
ETH,2017,1.496
ETH,2018,0.986
ETH,2019,1.32
ETH,2020,1.343
ETH,2021,1.516
ETH,2022,1.455
FLK,2000,
FLK,2001,
FLK,2002,
FLK,2003,
FLK,2004,
FLK,2005,
FLK,2006,
FLK,2007,
FLK,2008,
FLK,2009,
FLK,2010,
FLK,2011,
FLK,2012,
FLK,2013,
FLK,2014,
FLK,2015,
FLK,2016,
FLK,2017,
FLK,2018,
FLK,2019,
FLK,2020,
FLK,2021,
FLK,2022,
FRO,2000,0.188
FRO,2001,0.461
FRO,2002,1.034
FRO,2003,1.604
FRO,2004,1.019
FRO,2005,0.487
FRO,2006,1.136
FRO,2007,0.952
FRO,2008,0.89
FRO,2009,1.441
FRO,2010,0.26
FRO,2011,1.055
FRO,2012,0.359
FRO,2013,0.597
FRO,2014,1.764
FRO,2015,0.813
FRO,2016,0.803
FRO,2017,1.49
FRO,2018,0.831
FRO,2019,0.877
FRO,2020,0.839
FRO,2021,1.012
FRO,2022,1.396
FJI,2000,0.706
FJI,2001,0.728
FJI,2002,0.72
FJI,2003,0.581
FJI,2004,0.526
FJI,2005,0.698
FJI,2006,0.636
FJI,2007,1.032
FJI,2008,0.584
FJI,2009,0.409
FJI,2010,0.978
FJI,2011,0.898
FJI,2012,0.589
FJI,2013,0.916
FJI,2014,0.646
FJI,2015,0.517
FJI,2016,0.97
FJI,2017,1.127
FJI,2018,0.953
FJI,2019,1.065
FJI,2020,1.237
FJI,2021,1.075
FJI,2022,1.346
FIN,2000,2.024
FIN,2001,1.365
FIN,2002,1.171
FIN,2003,0.713
FIN,2004,1.233
FIN,2005,2.201
FIN,2006,1.204
FIN,2007,1.946
FIN,2008,2.13
FIN,2009,1.695
FIN,2010,0.242
FIN,2011,1.354
FIN,2012,1.54
FIN,2013,1.424
FIN,2014,2.591
FIN,2015,2.613
FIN,2016,2.151
FIN,2017,1.487
FIN,2018,2.157
FIN,2019,1.452
FIN,2020,3.317
FIN,2021,1.938
FIN,2022,2.062
FRA,2000,1.175
FRA,2001,1.391
FRA,2002,1.054
FRA,2003,1.8
FRA,2004,0.969
FRA,2005,1.02
FRA,2006,1.306
FRA,2007,1.407
FRA,2008,0.992
FRA,2009,1.212
FRA,2010,0.395
FRA,2011,1.534
FRA,2012,1.22
FRA,2013,0.714
FRA,2014,2.049
FRA,2015,1.612
FRA,2016,1.794
FRA,2017,1.796
FRA,2018,2.06
FRA,2019,2.023
FRA,2020,2.551
FRA,2021,1.337
FRA,2022,2.929
PYF,2000,0.329
PYF,2001,0.502
PYF,2002,0.796
PYF,2003,0.703
PYF,2004,0.531
PYF,2005,0.672
PYF,2006,0.841
PYF,2007,0.85
PYF,2008,0.357
PYF,2009,0.8
PYF,2010,0.76
PYF,2011,0.214
PYF,2012,0.722
PYF,2013,0.536
PYF,2014,0.616
PYF,2015,0.681
PYF,2016,1.127
PYF,2017,0.901
PYF,2018,0.631
PYF,2019,0.857
PYF,2020,0.829
PYF,2021,0.791
PYF,2022,0.359
GAB,2000,0.307
GAB,2001,0.286
GAB,2002,0.662
GAB,2003,0.893
GAB,2004,0.831
GAB,2005,0.808
GAB,2006,0.737
GAB,2007,0.926
GAB,2008,0.782
GAB,2009,0.824
GAB,2010,1.08
GAB,2011,0.657
GAB,2012,0.615
GAB,2013,0.794
GAB,2014,0.805
GAB,2015,1.024
GAB,2016,1.505
GAB,2017,1.353
GAB,2018,1.026
GAB,2019,1.534
GAB,2020,1.377
GAB,2021,1.063
GAB,2022,0.994
GMB,2000,0.958
GMB,2001,1.316
GMB,2002,1.38
GMB,2003,1.103
GMB,2004,1.188
GMB,2005,1.498
GMB,2006,1.221
GMB,2007,1.09
GMB,2008,1.376
GMB,2009,0.688
GMB,2010,1.324
GMB,2011,1.06
GMB,2012,0.89
GMB,2013,1.001
GMB,2014,1.188
GMB,2015,1.2
GMB,2016,1.635
GMB,2017,1.741
GMB,2018,1.028
GMB,2019,1.349
GMB,2020,1.77
GMB,2021,1.675
GMB,2022,1.323
GEO,2000,0.967
GEO,2001,1.286
GEO,2002,1.06
GEO,2003,-0.239
GEO,2004,0.923
GEO,2005,0.542
GEO,2006,1.277
GEO,2007,0.908
GEO,2008,0.699
GEO,2009,0.714
GEO,2010,2.486
GEO,2011,0.432
GEO,2012,1.22
GEO,2013,1.401
GEO,2014,1.277
GEO,2015,1.78
GEO,2016,1.365
GEO,2017,0.809
GEO,2018,2.51
GEO,2019,1.753
GEO,2020,2.006
GEO,2021,1.65
GEO,2022,1.51
DEU,2000,1.764
DEU,2001,1.292
DEU,2002,1.491
DEU,2003,1.258
DEU,2004,0.998
DEU,2005,1.025
DEU,2006,1.254
DEU,2007,2.088
DEU,2008,1.542
DEU,2009,1.282
DEU,2010,0.196
DEU,2011,1.121
DEU,2012,1.349
DEU,2013,0.583
DEU,2014,2.519
DEU,2015,1.674
DEU,2016,1.988
DEU,2017,1.653
DEU,2018,2.393
DEU,2019,2.332
DEU,2020,2.516
DEU,2021,1.325
DEU,2022,2.596
GHA,2000,0.43
GHA,2001,0.565
GHA,2002,0.825
GHA,2003,0.988
GHA,2004,0.739
GHA,2005,0.967
GHA,2006,0.991
GHA,2007,0.946
GHA,2008,0.698
GHA,2009,0.884
GHA,2010,1.276
GHA,2011,0.883
GHA,2012,0.614
GHA,2013,0.841
GHA,2014,0.887
GHA,2015,1.132
GHA,2016,1.217
GHA,2017,1.292
GHA,2018,1.081
GHA,2019,1.32
GHA,2020,1.284
GHA,2021,1.494
GHA,2022,0.996
GRC,2000,0.679
GRC,2001,1.314
GRC,2002,0.435
GRC,2003,0.385
GRC,2004,0.337
GRC,2005,0.213
GRC,2006,0.254
GRC,2007,1.08
GRC,2008,0.881
GRC,2009,0.771
GRC,2010,1.584
GRC,2011,0.394
GRC,2012,1.235
GRC,2013,1.317
GRC,2014,1.06
GRC,2015,0.904
GRC,2016,1.561
GRC,2017,0.642
GRC,2018,1.905
GRC,2019,1.381
GRC,2020,1.307
GRC,2021,1.655
GRC,2022,1.04
GRL,2000,0.839
GRL,2001,0.831
GRL,2002,1.186
GRL,2003,2.328
GRL,2004,1.469
GRL,2005,1.878
GRL,2006,1.717
GRL,2007,1.363
GRL,2008,0.959
GRL,2009,0.851
GRL,2010,3.058
GRL,2011,1.684
GRL,2012,1.625
GRL,2013,1.381
GRL,2014,1.447
GRL,2015,0.205
GRL,2016,2.381
GRL,2017,1.21
GRL,2018,0.934
GRL,2019,2.206
GRL,2020,1.274
GRL,2021,2.482
GRL,2022,1.413
GRD,2000,0.462
GRD,2001,0.691
GRD,2002,0.627
GRD,2003,0.905
GRD,2004,0.433
GRD,2005,1.004
GRD,2006,0.739
GRD,2007,0.678
GRD,2008,0.502
GRD,2009,0.507
GRD,2010,1.201
GRD,2011,0.677
GRD,2012,0.584
GRD,2013,0.776
GRD,2014,0.641
GRD,2015,0.837
GRD,2016,0.945
GRD,2017,0.92
GRD,2018,0.543
GRD,2019,1.169
GRD,2020,1.235
GRD,2021,0.767
GRD,2022,0.698
GLP,2000,0.279
GLP,2001,0.557
GLP,2002,0.695
GLP,2003,0.816
GLP,2004,0.507
GLP,2005,0.827
GLP,2006,0.698
GLP,2007,0.921
GLP,2008,0.405
GLP,2009,0.547
GLP,2010,1.137
GLP,2011,0.539
GLP,2012,0.671
GLP,2013,0.75
GLP,2014,0.763
GLP,2015,0.998
GLP,2016,1.095
GLP,2017,0.907
GLP,2018,0.62
GLP,2019,0.803
GLP,2020,1.16
GLP,2021,0.826
GLP,2022,0.773
GTM,2000,0.31
GTM,2001,0.344
GTM,2002,0.556
GTM,2003,0.99
GTM,2004,0.611
GTM,2005,0.801
GTM,2006,0.612
GTM,2007,0.597
GTM,2008,0.213
GTM,2009,0.692
GTM,2010,0.685
GTM,2011,0.429
GTM,2012,0.52
GTM,2013,0.624
GTM,2014,0.638
GTM,2015,1.143
GTM,2016,1.425
GTM,2017,1.069
GTM,2018,0.884
GTM,2019,1.418
GTM,2020,1.728
GTM,2021,1.406
GTM,2022,0.916
GIN,2000,0.651
GIN,2001,0.792
GIN,2002,1.13
GIN,2003,0.979
GIN,2004,1.04
GIN,2005,1.19
GIN,2006,1.117
GIN,2007,0.974
GIN,2008,1.113
GIN,2009,0.931
GIN,2010,1.321
GIN,2011,1.095
GIN,2012,0.556
GIN,2013,1.068
GIN,2014,0.857
GIN,2015,1.155
GIN,2016,1.167
GIN,2017,1.522
GIN,2018,1.188
GIN,2019,1.408
GIN,2020,1.26
GIN,2021,1.559
GIN,2022,1.195
GNB,2000,0.996
GNB,2001,1.244
GNB,2002,1.281
GNB,2003,1.04
GNB,2004,1.171
GNB,2005,1.401
GNB,2006,1.186
GNB,2007,1.034
GNB,2008,1.362
GNB,2009,0.811
GNB,2010,1.328
GNB,2011,1.092
GNB,2012,0.795
GNB,2013,1.055
GNB,2014,1.168
GNB,2015,1.192
GNB,2016,1.572
GNB,2017,1.674
GNB,2018,1.125
GNB,2019,1.419
GNB,2020,1.663
GNB,2021,1.66
GNB,2022,1.295
GUY,2000,0.658
GUY,2001,0.825
GUY,2002,1.074
GUY,2003,0.948
GUY,2004,0.942
GUY,2005,1.321
GUY,2006,1.003
GUY,2007,1.025
GUY,2008,0.558
GUY,2009,1.162
GUY,2010,1.115
GUY,2011,0.968
GUY,2012,0.958
GUY,2013,0.894
GUY,2014,1.071
GUY,2015,1.352
GUY,2016,1.506
GUY,2017,1.149
GUY,2018,1.137
GUY,2019,1.178
GUY,2020,1.4
GUY,2021,0.875
GUY,2022,1.066
HTI,2000,0.858
HTI,2001,0.758
HTI,2002,0.953
HTI,2003,1.24
HTI,2004,0.888
HTI,2005,1.042
HTI,2006,0.935
HTI,2007,1.151
HTI,2008,0.624
HTI,2009,0.806
HTI,2010,1.206
HTI,2011,0.489
HTI,2012,0.759
HTI,2013,1.133
HTI,2014,1.306
HTI,2015,1.384
HTI,2016,1.164
HTI,2017,1.061
HTI,2018,1.277
HTI,2019,1.507
HTI,2020,1.537
HTI,2021,0.883
HTI,2022,1.095
HND,2000,0.128
HND,2001,0.396
HND,2002,0.776
HND,2003,0.672
HND,2004,0.491
HND,2005,0.956
HND,2006,0.621
HND,2007,0.769
HND,2008,0.566
HND,2009,0.811
HND,2010,0.806
HND,2011,0.73
HND,2012,0.639
HND,2013,0.915
HND,2014,0.666
HND,2015,1.126
HND,2016,1.368
HND,2017,1.034
HND,2018,0.804
HND,2019,1.233
HND,2020,1.813
HND,2021,1.098
HND,2022,0.723
HUN,2000,1.733
HUN,2001,1.391
HUN,2002,1.423
HUN,2003,0.71
HUN,2004,0.543
HUN,2005,0.236
HUN,2006,0.699
HUN,2007,2.142
HUN,2008,1.495
HUN,2009,1.613
HUN,2010,0.806
HUN,2011,0.891
HUN,2012,1.727
HUN,2013,1.159
HUN,2014,2.229
HUN,2015,2.067
HUN,2016,1.89
HUN,2017,1.336
HUN,2018,2.524
HUN,2019,2.353
HUN,2020,1.99
HUN,2021,1.43
HUN,2022,2.142
ISL,2000,0.274
ISL,2001,0.584
ISL,2002,0.784
ISL,2003,1.784
ISL,2004,1.235
ISL,2005,0.448
ISL,2006,1.032
ISL,2007,1.101
ISL,2008,0.753
ISL,2009,0.907
ISL,2010,1.147
ISL,2011,0.959
ISL,2012,0.667
ISL,2013,0.687
ISL,2014,1.66
ISL,2015,0.419
ISL,2016,1.411
ISL,2017,1.694
ISL,2018,0.82
ISL,2019,1.339
ISL,2020,0.786
ISL,2021,0.921
ISL,2022,1.201
IND,2000,0.35
IND,2001,0.473
IND,2002,0.827
IND,2003,0.665
IND,2004,0.545
IND,2005,0.567
IND,2006,0.638
IND,2007,0.607
IND,2008,0.263
IND,2009,1.134
IND,2010,1.129
IND,2011,0.365
IND,2012,0.516
IND,2013,0.451
IND,2014,0.53
IND,2015,0.711
IND,2016,1.088
IND,2017,0.966
IND,2018,0.874
IND,2019,0.802
IND,2020,0.52
IND,2021,0.733
IND,2022,0.79
IDN,2000,0.275
IDN,2001,0.53
IDN,2002,0.607
IDN,2003,0.594
IDN,2004,0.54
IDN,2005,0.71
IDN,2006,0.422
IDN,2007,0.464
IDN,2008,0.223
IDN,2009,0.563
IDN,2010,0.766
IDN,2011,0.306
IDN,2012,0.459
IDN,2013,0.799
IDN,2014,0.812
IDN,2015,0.841
IDN,2016,1.488
IDN,2017,1.055
IDN,2018,0.973
IDN,2019,1.118
IDN,2020,1.322
IDN,2021,1.11
IDN,2022,1.085
IRN,2000,1.215
IRN,2001,1.525
IRN,2002,1.716
IRN,2003,0.943
IRN,2004,1.528
IRN,2005,0.828
IRN,2006,1.847
IRN,2007,0.874
IRN,2008,1.136
IRN,2009,1.177
IRN,2010,2.214
IRN,2011,1.345
IRN,2012,1.09
IRN,2013,1.642
IRN,2014,1.079
IRN,2015,1.856
IRN,2016,1.669
IRN,2017,1.737
IRN,2018,2.044
IRN,2019,1.597
IRN,2020,1.346
IRN,2021,2.176
IRN,2022,2.37
IRQ,2000,0.995
IRQ,2001,1.289
IRQ,2002,1.168
IRQ,2003,0.96
IRQ,2004,1.084
IRQ,2005,0.526
IRQ,2006,1.621
IRQ,2007,0.935
IRQ,2008,1.155
IRQ,2009,0.881
IRQ,2010,2.712
IRQ,2011,0.91
IRQ,2012,1.293
IRQ,2013,1.263
IRQ,2014,1.175
IRQ,2015,1.94
IRQ,2016,1.672
IRQ,2017,1.572
IRQ,2018,2.406
IRQ,2019,1.626
IRQ,2020,1.857
IRQ,2021,2.644
IRQ,2022,2.147
IRL,2000,0.577
IRL,2001,0.551
IRL,2002,0.83
IRL,2003,1.024
IRL,2004,0.9
IRL,2005,1.175
IRL,2006,1.159
IRL,2007,1.345
IRL,2008,0.836
IRL,2009,0.804
IRL,2010,-0.104
IRL,2011,0.559
IRL,2012,0.705
IRL,2013,0.568
IRL,2014,1.357
IRL,2015,0.449
IRL,2016,1.04
IRL,2017,1.264
IRL,2018,0.783
IRL,2019,1.201
IRL,2020,1.075
IRL,2021,1.019
IRL,2022,1.764
IMN,2000,0.636
IMN,2001,0.516
IMN,2002,0.891
IMN,2003,1.049
IMN,2004,0.952
IMN,2005,1.165
IMN,2006,1.229
IMN,2007,1.321
IMN,2008,0.829
IMN,2009,0.874
IMN,2010,-0.111
IMN,2011,0.681
IMN,2012,0.61
IMN,2013,0.428
IMN,2014,1.515
IMN,2015,0.441
IMN,2016,1.118
IMN,2017,1.367
IMN,2018,0.881
IMN,2019,1.175
IMN,2020,1.199
IMN,2021,1.02
IMN,2022,1.84
ISR,2000,0.25
ISR,2001,0.855
ISR,2002,0.729
ISR,2003,0.559
ISR,2004,0.556
ISR,2005,0.199
ISR,2006,0.593
ISR,2007,0.521
ISR,2008,0.724
ISR,2009,0.824
ISR,2010,2.321
ISR,2011,0.578
ISR,2012,1.035
ISR,2013,1.108
ISR,2014,0.871
ISR,2015,1.331
ISR,2016,1.607
ISR,2017,0.735
ISR,2018,2.003
ISR,2019,1.212
ISR,2020,1.451
ISR,2021,1.786
ISR,2022,1.079
ITA,2000,1.243
ITA,2001,1.533
ITA,2002,0.913
ITA,2003,1.526
ITA,2004,0.746
ITA,2005,0.563
ITA,2006,0.84
ITA,2007,1.552
ITA,2008,1.133
ITA,2009,1.234
ITA,2010,0.755
ITA,2011,1.253
ITA,2012,1.543
ITA,2013,1.006
ITA,2014,1.638
ITA,2015,1.704
ITA,2016,1.716
ITA,2017,1.606
ITA,2018,1.834
ITA,2019,1.698
ITA,2020,1.902
ITA,2021,1.569
ITA,2022,2.135
JAM,2000,0.408
JAM,2001,0.661
JAM,2002,0.943
JAM,2003,1.119
JAM,2004,0.95
JAM,2005,1.037
JAM,2006,1.029
JAM,2007,0.939
JAM,2008,0.551
JAM,2009,0.819
JAM,2010,1.183
JAM,2011,0.578
JAM,2012,0.719
JAM,2013,0.988
JAM,2014,1.212
JAM,2015,1.401
JAM,2016,1.395
JAM,2017,1.076
JAM,2018,1.249
JAM,2019,1.524
JAM,2020,1.623
JAM,2021,1.267
JAM,2022,1.14
JPN,2000,0.636
JPN,2001,0.418
JPN,2002,0.63
JPN,2003,0.326
JPN,2004,1.116
JPN,2005,0.737
JPN,2006,0.39
JPN,2007,1.004
JPN,2008,0.671
JPN,2009,0.801
JPN,2010,0.922
JPN,2011,0.596
JPN,2012,0.395
JPN,2013,0.628
JPN,2014,0.56
JPN,2015,0.833
JPN,2016,1.323
JPN,2017,0.796
JPN,2018,0.926
JPN,2019,1.272
JPN,2020,1.437
JPN,2021,1.27
JPN,2022,1.335
JOR,2000,0.375
JOR,2001,0.983
JOR,2002,0.666
JOR,2003,0.498
JOR,2004,0.62
JOR,2005,0.103
JOR,2006,0.752
JOR,2007,0.516
JOR,2008,0.732
JOR,2009,0.549
JOR,2010,2.625
JOR,2011,0.506
JOR,2012,1.067
JOR,2013,1.002
JOR,2014,0.787
JOR,2015,1.429
JOR,2016,1.641
JOR,2017,0.92
JOR,2018,1.972
JOR,2019,1.281
JOR,2020,1.617
JOR,2021,1.923
JOR,2022,1.358
KAZ,2000,1.502
KAZ,2001,1.655
KAZ,2002,2.255
KAZ,2003,0.13
KAZ,2004,2.15
KAZ,2005,1.551
KAZ,2006,1.442
KAZ,2007,2.197
KAZ,2008,1.549
KAZ,2009,1.195
KAZ,2010,1.306
KAZ,2011,0.746
KAZ,2012,1.151
KAZ,2013,1.621
KAZ,2014,0.673
KAZ,2015,1.609
KAZ,2016,2.24
KAZ,2017,1.757
KAZ,2018,0.641
KAZ,2019,1.487
KAZ,2020,2.853
KAZ,2021,1.465
KAZ,2022,2.712
KEN,2000,0.521
KEN,2001,0.602
KEN,2002,0.734
KEN,2003,0.879
KEN,2004,0.648
KEN,2005,0.762
KEN,2006,0.89
KEN,2007,0.634
KEN,2008,0.824
KEN,2009,1.293
KEN,2010,1.106
KEN,2011,1.137
KEN,2012,1.026
KEN,2013,0.93
KEN,2014,1.024
KEN,2015,1.164
KEN,2016,1.237
KEN,2017,1.5
KEN,2018,0.675
KEN,2019,1.624
KEN,2020,1.344
KEN,2021,1.421
KEN,2022,1.28
KIR,2000,0.125
KIR,2001,0.406
KIR,2002,0.508
KIR,2003,0.591
KIR,2004,
KIR,2005,
KIR,2006,0.571
KIR,2007,0.547
KIR,2008,0.25
KIR,2009,0.603
KIR,2010,0.312
KIR,2011,0.328
KIR,2012,0.428
KIR,2013,0.628
KIR,2014,0.768
KIR,2015,0.902
KIR,2016,1.229
KIR,2017,1.041
KIR,2018,0.947
KIR,2019,0.949
KIR,2020,1.425
KIR,2021,
KIR,2022,
PRK,2000,0.594
PRK,2001,0.859
PRK,2002,0.844
PRK,2003,0.926
PRK,2004,1.576
PRK,2005,0.847
PRK,2006,0.694
PRK,2007,1.605
PRK,2008,1.525
PRK,2009,1.064
PRK,2010,0.384
PRK,2011,0.523
PRK,2012,0.419
PRK,2013,0.304
PRK,2014,1.518
PRK,2015,1.217
PRK,2016,1.419
PRK,2017,1.593
PRK,2018,0.863
PRK,2019,1.826
PRK,2020,1.864
PRK,2021,1.857
PRK,2022,1.61
KOR,2000,0.414
KOR,2001,0.893
KOR,2002,0.65
KOR,2003,0.618
KOR,2004,1.185
KOR,2005,0.918
KOR,2006,0.478
KOR,2007,1.237
KOR,2008,0.946
KOR,2009,0.95
KOR,2010,0.498
KOR,2011,0.31
KOR,2012,0.402
KOR,2013,0.519
KOR,2014,0.987
KOR,2015,0.944
KOR,2016,1.637
KOR,2017,1.459
KOR,2018,0.966
KOR,2019,1.485
KOR,2020,1.551
KOR,2021,1.762
KOR,2022,1.659
KWT,2000,1.28
KWT,2001,1.27
KWT,2002,1.604
KWT,2003,1.564
KWT,2004,1.519
KWT,2005,0.724
KWT,2006,1.911
KWT,2007,1.085
KWT,2008,1.434
KWT,2009,1.323
KWT,2010,2.602
KWT,2011,1.373
KWT,2012,1.562
KWT,2013,1.349
KWT,2014,1.451
KWT,2015,2.104
KWT,2016,1.695
KWT,2017,1.962
KWT,2018,2.358
KWT,2019,1.895
KWT,2020,1.975
KWT,2021,2.676
KWT,2022,2.275
KGZ,2000,1.131
KGZ,2001,1.503
KGZ,2002,1.481
KGZ,2003,0.494
KGZ,2004,1.569
KGZ,2005,1.21
KGZ,2006,1.677
KGZ,2007,1.743
KGZ,2008,1.035
KGZ,2009,1.027
KGZ,2010,1.402
KGZ,2011,1.27
KGZ,2012,0.353
KGZ,2013,1.428
KGZ,2014,0.541
KGZ,2015,1.546
KGZ,2016,1.898
KGZ,2017,1.478
KGZ,2018,1.28
KGZ,2019,1.679
KGZ,2020,1.427
KGZ,2021,1.417
KGZ,2022,2.619
LAO,2000,0.094
LAO,2001,0.766
LAO,2002,0.664
LAO,2003,1.037
LAO,2004,0.48
LAO,2005,0.961
LAO,2006,0.929
LAO,2007,0.649
LAO,2008,0.334
LAO,2009,0.696
LAO,2010,1.431
LAO,2011,0.214
LAO,2012,1.048
LAO,2013,1.22
LAO,2014,0.837
LAO,2015,1.497
LAO,2016,1.519
LAO,2017,1.243
LAO,2018,0.955
LAO,2019,2.2
LAO,2020,1.719
LAO,2021,1.287
LAO,2022,1.112
LVA,2000,2.022
LVA,2001,1.83
LVA,2002,1.73
LVA,2003,0.253
LVA,2004,1.027
LVA,2005,1.355
LVA,2006,1.087
LVA,2007,2.206
LVA,2008,2.403
LVA,2009,1.524
LVA,2010,0.704
LVA,2011,1.151
LVA,2012,1.408
LVA,2013,1.082
LVA,2014,2.33
LVA,2015,2.166
LVA,2016,1.946
LVA,2017,1.503
LVA,2018,2.36
LVA,2019,2.462
LVA,2020,3.55
LVA,2021,1.987
LVA,2022,1.953
LBN,2000,0.544
LBN,2001,1.146
LBN,2002,0.833
LBN,2003,0.626
LBN,2004,0.647
LBN,2005,0.28
LBN,2006,0.72
LBN,2007,0.728
LBN,2008,0.989
LBN,2009,0.844
LBN,2010,2.353
LBN,2011,0.663
LBN,2012,1.045
LBN,2013,1.26
LBN,2014,1.051
LBN,2015,1.383
LBN,2016,1.629
LBN,2017,1.023
LBN,2018,2.154
LBN,2019,1.412
LBN,2020,1.623
LBN,2021,2.039
LBN,2022,1.29
LSO,2000,0.326
LSO,2001,0.594
LSO,2002,0.621
LSO,2003,0.775
LSO,2004,0.829
LSO,2005,0.891
LSO,2006,0.358
LSO,2007,0.664
LSO,2008,0.355
LSO,2009,0.417
LSO,2010,1.025
LSO,2011,0.331
LSO,2012,0.66
LSO,2013,0.867
LSO,2014,1.091
LSO,2015,1.529
LSO,2016,2.015
LSO,2017,1.215
LSO,2018,1.101
LSO,2019,1.668
LSO,2020,0.791
LSO,2021,1.204
LSO,2022,1.372
LBR,2000,0.56
LBR,2001,0.513
LBR,2002,0.875
LBR,2003,0.938
LBR,2004,0.911
LBR,2005,1.108
LBR,2006,1.119
LBR,2007,1.041
LBR,2008,1.131
LBR,2009,1.365
LBR,2010,1.42
LBR,2011,1.102
LBR,2012,0.869
LBR,2013,0.983
LBR,2014,0.934
LBR,2015,1.288
LBR,2016,1.412
LBR,2017,1.539
LBR,2018,1.306
LBR,2019,1.494
LBR,2020,1.593
LBR,2021,1.474
LBR,2022,1.556
LBY,2000,0.306
LBY,2001,1.291
LBY,2002,0.905
LBY,2003,0.95
LBY,2004,0.745
LBY,2005,0.717
LBY,2006,0.81
LBY,2007,0.86
LBY,2008,0.879
LBY,2009,0.764
LBY,2010,2.074
LBY,2011,0.819
LBY,2012,0.77
LBY,2013,1.24
LBY,2014,1.237
LBY,2015,0.711
LBY,2016,1.587
LBY,2017,0.525
LBY,2018,1.737
LBY,2019,0.92
LBY,2020,1.174
LBY,2021,1.924
LBY,2022,0.559
LIE,2000,1.464
LIE,2001,1.44
LIE,2002,1.382
LIE,2003,1.67
LIE,2004,0.899
LIE,2005,0.663
LIE,2006,0.955
LIE,2007,1.931
LIE,2008,1.385
