week,week_ending,commit,era,adapter,group,platform,tests_passed,suite_tests,test_pass_pct,functions_supported,suite_functions,function_supported_pct,tests_reported,functions_reported
2026-W20,2026-05-15,7284bf50a8,json,Java,Platform,compiled,476,1199,39.7,138,231,59.74,1111,224
2026-W20,2026-05-15,7284bf50a8,json,MemSQL,Store_Relational,compiled,427,1199,35.61,118,231,51.08,1199,231
2026-W20,2026-05-15,7284bf50a8,json,Native (compiled),,compiled,1193,1199,99.5,231,231,100.0,1199,231
2026-W20,2026-05-15,7284bf50a8,json,Native (interpreted),,interpreted,1192,1199,99.42,231,231,100.0,1199,231
2026-W20,2026-05-15,7284bf50a8,json,Oracle,Store_Relational,compiled,511,1199,42.62,123,231,53.25,1199,231
2026-W20,2026-05-15,7284bf50a8,json,Postgres,Store_Relational,compiled,675,1199,56.3,152,231,65.8,1199,231
2026-W20,2026-05-15,7284bf50a8,json,PythonLegendQL,Reverse_PCT,compiled,608,1199,50.71,130,231,56.28,1193,225
2026-W20,2026-05-15,7284bf50a8,json,PythonPandasAPI,Reverse_PCT,compiled,610,1199,50.88,133,231,57.58,1193,225
2026-W20,2026-05-15,7284bf50a8,json,SQL,Reverse_PCT,compiled,469,1199,39.12,112,231,48.48,1193,225
2026-W20,2026-05-15,7284bf50a8,json,Snowflake,Store_Relational,compiled,909,1199,75.81,195,231,84.42,1199,231
2026-W20,2026-05-15,7284bf50a8,json,Spanner,Store_Relational,compiled,303,1199,25.27,95,231,41.13,1199,231
2026-W20,2026-05-15,7284bf50a8,json,SqlServer,Store_Relational,compiled,357,1199,29.77,101,231,43.72,1199,231
2026-W20,2026-05-15,7284bf50a8,json,Trino,Store_Relational,compiled,515,1199,42.95,132,231,57.14,1199,231
2026-W21,2026-05-23,b2b56d3b89,json,ClickHouse,Store_Relational,compiled,547,1199,45.62,139,231,60.17,1199,231
2026-W21,2026-05-23,b2b56d3b89,json,Databricks,Store_Relational,compiled,619,1199,51.63,149,231,64.5,1199,231
2026-W21,2026-05-23,b2b56d3b89,json,Deephaven,Store_Deephaven,compiled,66,1199,5.5,29,231,12.55,673,125
2026-W21,2026-05-23,b2b56d3b89,json,DuckDB,Store_Relational,compiled,929,1199,77.48,196,231,84.85,1199,231
2026-W21,2026-05-23,b2b56d3b89,json,H2,Store_Relational,compiled,690,1199,57.55,157,231,67.97,1199,231
2026-W21,2026-05-23,b2b56d3b89,json,Java,Platform,compiled,489,1199,40.78,144,231,62.34,1111,224
2026-W21,2026-05-23,b2b56d3b89,json,MemSQL,Store_Relational,compiled,427,1199,35.61,118,231,51.08,1199,231
2026-W21,2026-05-23,b2b56d3b89,json,Native (compiled),,compiled,1193,1199,99.5,231,231,100.0,1199,231
2026-W21,2026-05-23,b2b56d3b89,json,Native (interpreted),,interpreted,1192,1199,99.42,231,231,100.0,1199,231
2026-W21,2026-05-23,b2b56d3b89,json,Oracle,Store_Relational,compiled,511,1199,42.62,123,231,53.25,1199,231
2026-W21,2026-05-23,b2b56d3b89,json,Postgres,Store_Relational,compiled,675,1199,56.3,152,231,65.8,1199,231
2026-W21,2026-05-23,b2b56d3b89,json,PythonLegendQL,Reverse_PCT,compiled,608,1199,50.71,130,231,56.28,1193,225
2026-W21,2026-05-23,b2b56d3b89,json,PythonPandasAPI,Reverse_PCT,compiled,610,1199,50.88,133,231,57.58,1193,225
2026-W21,2026-05-23,b2b56d3b89,json,SQL,Reverse_PCT,compiled,472,1199,39.37,113,231,48.92,1193,225
2026-W21,2026-05-23,b2b56d3b89,json,Snowflake,Store_Relational,compiled,909,1199,75.81,195,231,84.42,1199,231
2026-W21,2026-05-23,b2b56d3b89,json,Spanner,Store_Relational,compiled,303,1199,25.27,95,231,41.13,1199,231
2026-W21,2026-05-23,b2b56d3b89,json,SqlServer,Store_Relational,compiled,357,1199,29.77,101,231,43.72,1199,231
2026-W21,2026-05-23,b2b56d3b89,json,Trino,Store_Relational,compiled,515,1199,42.95,132,231,57.14,1199,231
2026-W22,2026-05-29,75bc97c9b4,json,ClickHouse,Store_Relational,compiled,549,1201,45.71,140,232,60.34,1201,232
2026-W22,2026-05-29,75bc97c9b4,json,Databricks,Store_Relational,compiled,620,1201,51.62,150,232,64.66,1201,232
2026-W22,2026-05-29,75bc97c9b4,json,Deephaven,Store_Deephaven,compiled,66,1201,5.5,29,232,12.5,673,125
2026-W22,2026-05-29,75bc97c9b4,json,DuckDB,Store_Relational,compiled,931,1201,77.52,197,232,84.91,1201,232
2026-W22,2026-05-29,75bc97c9b4,json,H2,Store_Relational,compiled,692,1201,57.62,158,232,68.1,1201,232
2026-W22,2026-05-29,75bc97c9b4,json,Java,Platform,compiled,491,1201,40.88,145,232,62.5,1113,225
2026-W22,2026-05-29,75bc97c9b4,json,MemSQL,Store_Relational,compiled,429,1201,35.72,119,232,51.29,1201,232
2026-W22,2026-05-29,75bc97c9b4,json,Native (compiled),,compiled,1195,1201,99.5,232,232,100.0,1201,232
2026-W22,2026-05-29,75bc97c9b4,json,Native (interpreted),,interpreted,1194,1201,99.42,232,232,100.0,1201,232
2026-W22,2026-05-29,75bc97c9b4,json,Oracle,Store_Relational,compiled,513,1201,42.71,124,232,53.45,1201,232
2026-W22,2026-05-29,75bc97c9b4,json,Postgres,Store_Relational,compiled,677,1201,56.37,153,232,65.95,1201,232
2026-W22,2026-05-29,75bc97c9b4,json,PythonLegendQL,Reverse_PCT,compiled,608,1201,50.62,130,232,56.03,1195,226
2026-W22,2026-05-29,75bc97c9b4,json,PythonPandasAPI,Reverse_PCT,compiled,610,1201,50.79,133,232,57.33,1195,226
2026-W22,2026-05-29,75bc97c9b4,json,SQL,Reverse_PCT,compiled,472,1201,39.3,113,232,48.71,1195,226
2026-W22,2026-05-29,75bc97c9b4,json,Snowflake,Store_Relational,compiled,911,1201,75.85,196,232,84.48,1201,232
2026-W22,2026-05-29,75bc97c9b4,json,Spanner,Store_Relational,compiled,303,1201,25.23,95,232,40.95,1201,232
2026-W22,2026-05-29,75bc97c9b4,json,SqlServer,Store_Relational,compiled,359,1201,29.89,102,232,43.97,1201,232
2026-W22,2026-05-29,75bc97c9b4,json,Trino,Store_Relational,compiled,517,1201,43.05,133,232,57.33,1201,232
2026-W23,2026-06-06,afcf2700b1,json,ClickHouse,Store_Relational,compiled,549,1202,45.67,140,232,60.34,1202,232
2026-W23,2026-06-06,afcf2700b1,json,Databricks,Store_Relational,compiled,620,1202,51.58,150,232,64.66,1202,232
2026-W23,2026-06-06,afcf2700b1,json,Deephaven,Store_Deephaven,compiled,66,1202,5.49,29,232,12.5,674,125
2026-W23,2026-06-06,afcf2700b1,json,DuckDB,Store_Relational,compiled,934,1202,77.7,198,232,85.34,1202,232
2026-W23,2026-06-06,afcf2700b1,json,H2,Store_Relational,compiled,690,1202,57.4,157,232,67.67,1202,232
2026-W23,2026-06-06,afcf2700b1,json,Java,Platform,compiled,491,1202,40.85,145,232,62.5,1114,225
2026-W23,2026-06-06,afcf2700b1,json,MemSQL,Store_Relational,compiled,429,1202,35.69,119,232,51.29,1202,232
2026-W23,2026-06-06,afcf2700b1,json,Native (compiled),,compiled,1196,1202,99.5,232,232,100.0,1202,232
2026-W23,2026-06-06,afcf2700b1,json,Native (interpreted),,interpreted,1195,1202,99.42,232,232,100.0,1202,232
2026-W23,2026-06-06,afcf2700b1,json,Oracle,Store_Relational,compiled,510,1202,42.43,123,232,53.02,1202,232
2026-W23,2026-06-06,afcf2700b1,json,Postgres,Store_Relational,compiled,677,1202,56.32,153,232,65.95,1202,232
2026-W23,2026-06-06,afcf2700b1,json,PythonLegendQL,Reverse_PCT,compiled,608,1202,50.58,130,232,56.03,1196,226
2026-W23,2026-06-06,afcf2700b1,json,PythonPandasAPI,Reverse_PCT,compiled,610,1202,50.75,133,232,57.33,1196,226
2026-W23,2026-06-06,afcf2700b1,json,SQL,Reverse_PCT,compiled,472,1202,39.27,113,232,48.71,1196,226
2026-W23,2026-06-06,afcf2700b1,json,Snowflake,Store_Relational,compiled,915,1202,76.12,197,232,84.91,1202,232
2026-W23,2026-06-06,afcf2700b1,json,Spanner,Store_Relational,compiled,303,1202,25.21,95,232,40.95,1202,232
2026-W23,2026-06-06,afcf2700b1,json,SqlServer,Store_Relational,compiled,359,1202,29.87,102,232,43.97,1202,232
2026-W23,2026-06-06,afcf2700b1,json,Trino,Store_Relational,compiled,517,1202,43.01,133,232,57.33,1202,232
2026-W24,2026-06-12,284fac9df2,json,ClickHouse,Store_Relational,compiled,550,1203,45.72,140,232,60.34,1203,232
2026-W24,2026-06-12,284fac9df2,json,Databricks,Store_Relational,compiled,621,1203,51.62,150,232,64.66,1203,232
2026-W24,2026-06-12,284fac9df2,json,Deephaven,Store_Deephaven,compiled,66,1203,5.49,29,232,12.5,675,125
2026-W24,2026-06-12,284fac9df2,json,DuckDB,Store_Relational,compiled,935,1203,77.72,198,232,85.34,1203,232
2026-W24,2026-06-12,284fac9df2,json,H2,Store_Relational,compiled,691,1203,57.44,157,232,67.67,1203,232
2026-W24,2026-06-12,284fac9df2,json,Java,Platform,compiled,491,1203,40.81,145,232,62.5,1115,225
2026-W24,2026-06-12,284fac9df2,json,MemSQL,Store_Relational,compiled,429,1203,35.66,119,232,51.29,1203,232
2026-W24,2026-06-12,284fac9df2,json,Native (compiled),,compiled,1197,1203,99.5,232,232,100.0,1203,232
2026-W24,2026-06-12,284fac9df2,json,Native (interpreted),,interpreted,1196,1203,99.42,232,232,100.0,1203,232
2026-W24,2026-06-12,284fac9df2,json,Oracle,Store_Relational,compiled,513,1203,42.64,124,232,53.45,1203,232
2026-W24,2026-06-12,284fac9df2,json,Postgres,Store_Relational,compiled,684,1203,56.86,153,232,65.95,1203,232
2026-W24,2026-06-12,284fac9df2,json,PythonLegendQL,Reverse_PCT,compiled,608,1203,50.54,130,232,56.03,1197,226
2026-W24,2026-06-12,284fac9df2,json,PythonPandasAPI,Reverse_PCT,compiled,610,1203,50.71,133,232,57.33,1197,226
2026-W24,2026-06-12,284fac9df2,json,SQL,Reverse_PCT,compiled,474,1203,39.4,114,232,49.14,1197,226
2026-W24,2026-06-12,284fac9df2,json,Snowflake,Store_Relational,compiled,916,1203,76.14,197,232,84.91,1203,232
2026-W24,2026-06-12,284fac9df2,json,Spanner,Store_Relational,compiled,303,1203,25.19,95,232,40.95,1203,232
2026-W24,2026-06-12,284fac9df2,json,SqlServer,Store_Relational,compiled,359,1203,29.84,102,232,43.97,1203,232
2026-W24,2026-06-12,284fac9df2,json,Trino,Store_Relational,compiled,517,1203,42.98,133,232,57.33,1203,232
2026-W25,2026-06-19,8c1d0572ae,json,ClickHouse,Store_Relational,compiled,550,1203,45.72,140,232,60.34,1203,232
2026-W25,2026-06-19,8c1d0572ae,json,Databricks,Store_Relational,compiled,621,1203,51.62,150,232,64.66,1203,232
2026-W25,2026-06-19,8c1d0572ae,json,Deephaven,Store_Deephaven,compiled,66,1203,5.49,29,232,12.5,675,125
2026-W25,2026-06-19,8c1d0572ae,json,DuckDB,Store_Relational,compiled,935,1203,77.72,198,232,85.34,1203,232
2026-W25,2026-06-19,8c1d0572ae,json,H2,Store_Relational,compiled,691,1203,57.44,157,232,67.67,1203,232
2026-W25,2026-06-19,8c1d0572ae,json,Java,Platform,compiled,491,1203,40.81,145,232,62.5,1115,225
2026-W25,2026-06-19,8c1d0572ae,json,MemSQL,Store_Relational,compiled,429,1203,35.66,119,232,51.29,1203,232
2026-W25,2026-06-19,8c1d0572ae,json,Native (compiled),,compiled,1197,1203,99.5,232,232,100.0,1203,232
2026-W25,2026-06-19,8c1d0572ae,json,Native (interpreted),,interpreted,1196,1203,99.42,232,232,100.0,1203,232
2026-W25,2026-06-19,8c1d0572ae,json,Oracle,Store_Relational,compiled,513,1203,42.64,124,232,53.45,1203,232
2026-W25,2026-06-19,8c1d0572ae,json,Postgres,Store_Relational,compiled,684,1203,56.86,153,232,65.95,1203,232
2026-W25,2026-06-19,8c1d0572ae,json,PythonLegendQL,Reverse_PCT,compiled,608,1203,50.54,130,232,56.03,1197,226
2026-W25,2026-06-19,8c1d0572ae,json,PythonPandasAPI,Reverse_PCT,compiled,610,1203,50.71,133,232,57.33,1197,226
2026-W25,2026-06-19,8c1d0572ae,json,SQL,Reverse_PCT,compiled,474,1203,39.4,114,232,49.14,1197,226
2026-W25,2026-06-19,8c1d0572ae,json,Snowflake,Store_Relational,compiled,916,1203,76.14,197,232,84.91,1203,232
2026-W25,2026-06-19,8c1d0572ae,json,Spanner,Store_Relational,compiled,303,1203,25.19,95,232,40.95,1203,232
2026-W25,2026-06-19,8c1d0572ae,json,SqlServer,Store_Relational,compiled,359,1203,29.84,102,232,43.97,1203,232
2026-W25,2026-06-19,8c1d0572ae,json,Trino,Store_Relational,compiled,517,1203,42.98,133,232,57.33,1203,232
2026-W26,2026-06-27,9902ac119e,json,ClickHouse,Store_Relational,compiled,550,1203,45.72,140,232,60.34,1203,232
2026-W26,2026-06-27,9902ac119e,json,Databricks,Store_Relational,compiled,621,1203,51.62,150,232,64.66,1203,232
2026-W26,2026-06-27,9902ac119e,json,Deephaven,Store_Deephaven,compiled,66,1203,5.49,29,232,12.5,675,125
2026-W26,2026-06-27,9902ac119e,json,DuckDB,Store_Relational,compiled,935,1203,77.72,198,232,85.34,1203,232
2026-W26,2026-06-27,9902ac119e,json,H2,Store_Relational,compiled,691,1203,57.44,157,232,67.67,1203,232
2026-W26,2026-06-27,9902ac119e,json,Java,Platform,compiled,491,1203,40.81,145,232,62.5,1115,225
2026-W26,2026-06-27,9902ac119e,json,MemSQL,Store_Relational,compiled,429,1203,35.66,119,232,51.29,1203,232
2026-W26,2026-06-27,9902ac119e,json,Native (compiled),,compiled,1197,1203,99.5,232,232,100.0,1203,232
2026-W26,2026-06-27,9902ac119e,json,Native (interpreted),,interpreted,1196,1203,99.42,232,232,100.0,1203,232
2026-W26,2026-06-27,9902ac119e,json,Oracle,Store_Relational,compiled,513,1203,42.64,124,232,53.45,1203,232
2026-W26,2026-06-27,9902ac119e,json,Postgres,Store_Relational,compiled,684,1203,56.86,153,232,65.95,1203,232
2026-W26,2026-06-27,9902ac119e,json,PythonLegendQL,Reverse_PCT,compiled,608,1203,50.54,130,232,56.03,1197,226
2026-W26,2026-06-27,9902ac119e,json,PythonPandasAPI,Reverse_PCT,compiled,610,1203,50.71,133,232,57.33,1197,226
2026-W26,2026-06-27,9902ac119e,json,SQL,Reverse_PCT,compiled,474,1203,39.4,114,232,49.14,1197,226
2026-W26,2026-06-27,9902ac119e,json,Snowflake,Store_Relational,compiled,916,1203,76.14,197,232,84.91,1203,232
2026-W26,2026-06-27,9902ac119e,json,Spanner,Store_Relational,compiled,303,1203,25.19,95,232,40.95,1203,232
2026-W26,2026-06-27,9902ac119e,json,SqlServer,Store_Relational,compiled,359,1203,29.84,102,232,43.97,1203,232
2026-W26,2026-06-27,9902ac119e,json,Trino,Store_Relational,compiled,517,1203,42.98,133,232,57.33,1203,232
2026-W27,2026-07-03,da3e2faa76,json,ClickHouse,Store_Relational,compiled,552,1203,45.89,142,232,61.21,1203,232
2026-W27,2026-07-03,da3e2faa76,json,Databricks,Store_Relational,compiled,623,1203,51.79,150,232,64.66,1203,232
2026-W27,2026-07-03,da3e2faa76,json,Deephaven,Store_Deephaven,compiled,66,1203,5.49,29,232,12.5,675,125
2026-W27,2026-07-03,da3e2faa76,json,DuckDB,Store_Relational,compiled,937,1203,77.89,198,232,85.34,1203,232
2026-W27,2026-07-03,da3e2faa76,json,H2,Store_Relational,compiled,693,1203,57.61,157,232,67.67,1203,232
2026-W27,2026-07-03,da3e2faa76,json,Java,Platform,compiled,493,1203,40.98,145,232,62.5,1115,225
2026-W27,2026-07-03,da3e2faa76,json,MemSQL,Store_Relational,compiled,429,1203,35.66,119,232,51.29,1203,232
2026-W27,2026-07-03,da3e2faa76,json,Native (compiled),,compiled,1197,1203,99.5,232,232,100.0,1203,232
2026-W27,2026-07-03,da3e2faa76,json,Native (interpreted),,interpreted,1196,1203,99.42,232,232,100.0,1203,232
2026-W27,2026-07-03,da3e2faa76,json,Oracle,Store_Relational,compiled,513,1203,42.64,124,232,53.45,1203,232
2026-W27,2026-07-03,da3e2faa76,json,Postgres,Store_Relational,compiled,686,1203,57.02,153,232,65.95,1203,232
2026-W27,2026-07-03,da3e2faa76,json,PythonLegendQL,Reverse_PCT,compiled,608,1203,50.54,130,232,56.03,1197,226
2026-W27,2026-07-03,da3e2faa76,json,PythonPandasAPI,Reverse_PCT,compiled,610,1203,50.71,133,232,57.33,1197,226
2026-W27,2026-07-03,da3e2faa76,json,SQL,Reverse_PCT,compiled,474,1203,39.4,114,232,49.14,1197,226
2026-W27,2026-07-03,da3e2faa76,json,Snowflake,Store_Relational,compiled,918,1203,76.31,197,232,84.91,1203,232
2026-W27,2026-07-03,da3e2faa76,json,Spanner,Store_Relational,compiled,305,1203,25.35,95,232,40.95,1203,232
2026-W27,2026-07-03,da3e2faa76,json,SqlServer,Store_Relational,compiled,359,1203,29.84,102,232,43.97,1203,232
2026-W27,2026-07-03,da3e2faa76,json,Trino,Store_Relational,compiled,519,1203,43.14,133,232,57.33,1203,232
2026-W28,2026-07-10,a17b4287f9,json,ClickHouse,Store_Relational,compiled,552,1203,45.89,142,232,61.21,1203,232
2026-W28,2026-07-10,a17b4287f9,json,Databricks,Store_Relational,compiled,623,1203,51.79,150,232,64.66,1203,232
2026-W28,2026-07-10,a17b4287f9,json,Deephaven,Store_Deephaven,compiled,66,1203,5.49,29,232,12.5,675,125
2026-W28,2026-07-10,a17b4287f9,json,DuckDB,Store_Relational,compiled,937,1203,77.89,198,232,85.34,1203,232
2026-W28,2026-07-10,a17b4287f9,json,H2,Store_Relational,compiled,693,1203,57.61,157,232,67.67,1203,232
2026-W28,2026-07-10,a17b4287f9,json,Java,Platform,compiled,493,1203,40.98,145,232,62.5,1115,225
2026-W28,2026-07-10,a17b4287f9,json,MemSQL,Store_Relational,compiled,429,1203,35.66,119,232,51.29,1203,232
2026-W28,2026-07-10,a17b4287f9,json,Native (compiled),,compiled,1197,1203,99.5,232,232,100.0,1203,232
2026-W28,2026-07-10,a17b4287f9,json,Native (interpreted),,interpreted,1196,1203,99.42,232,232,100.0,1203,232
2026-W28,2026-07-10,a17b4287f9,json,Oracle,Store_Relational,compiled,513,1203,42.64,124,232,53.45,1203,232
2026-W28,2026-07-10,a17b4287f9,json,Postgres,Store_Relational,compiled,686,1203,57.02,153,232,65.95,1203,232
2026-W28,2026-07-10,a17b4287f9,json,PythonLegendQL,Reverse_PCT,compiled,608,1203,50.54,130,232,56.03,1197,226
2026-W28,2026-07-10,a17b4287f9,json,PythonPandasAPI,Reverse_PCT,compiled,610,1203,50.71,133,232,57.33,1197,226
2026-W28,2026-07-10,a17b4287f9,json,SQL,Reverse_PCT,compiled,477,1203,39.65,115,232,49.57,1197,226
2026-W28,2026-07-10,a17b4287f9,json,Snowflake,Store_Relational,compiled,918,1203,76.31,197,232,84.91,1203,232
2026-W28,2026-07-10,a17b4287f9,json,Spanner,Store_Relational,compiled,305,1203,25.35,95,232,40.95,1203,232
2026-W28,2026-07-10,a17b4287f9,json,SqlServer,Store_Relational,compiled,359,1203,29.84,102,232,43.97,1203,232
2026-W28,2026-07-10,a17b4287f9,json,Trino,Store_Relational,compiled,519,1203,43.14,133,232,57.33,1203,232
2026-W29,2026-07-17,2b422dfae3,json,ClickHouse,Store_Relational,compiled,552,1205,45.81,142,232,61.21,1205,232
2026-W29,2026-07-17,2b422dfae3,json,Databricks,Store_Relational,compiled,623,1205,51.7,150,232,64.66,1205,232
2026-W29,2026-07-17,2b422dfae3,json,Deephaven,Store_Deephaven,compiled,66,1205,5.48,29,232,12.5,677,125
2026-W29,2026-07-17,2b422dfae3,json,DuckDB,Store_Relational,compiled,939,1205,77.93,198,232,85.34,1205,232
2026-W29,2026-07-17,2b422dfae3,json,H2,Store_Relational,compiled,693,1205,57.51,157,232,67.67,1205,232
2026-W29,2026-07-17,2b422dfae3,json,Java,Platform,compiled,493,1205,40.91,145,232,62.5,1117,225
2026-W29,2026-07-17,2b422dfae3,json,MemSQL,Store_Relational,compiled,429,1205,35.6,119,232,51.29,1205,232
2026-W29,2026-07-17,2b422dfae3,json,Native (compiled),,compiled,1199,1205,99.5,232,232,100.0,1205,232
2026-W29,2026-07-17,2b422dfae3,json,Native (interpreted),,interpreted,1198,1205,99.42,232,232,100.0,1205,232
2026-W29,2026-07-17,2b422dfae3,json,Oracle,Store_Relational,compiled,513,1205,42.57,124,232,53.45,1205,232
2026-W29,2026-07-17,2b422dfae3,json,Postgres,Store_Relational,compiled,686,1205,56.93,153,232,65.95,1205,232
2026-W29,2026-07-17,2b422dfae3,json,PythonLegendQL,Reverse_PCT,compiled,608,1205,50.46,130,232,56.03,1199,226
2026-W29,2026-07-17,2b422dfae3,json,PythonPandasAPI,Reverse_PCT,compiled,610,1205,50.62,133,232,57.33,1199,226
2026-W29,2026-07-17,2b422dfae3,json,SQL,Reverse_PCT,compiled,477,1205,39.59,115,232,49.57,1199,226
2026-W29,2026-07-17,2b422dfae3,json,Snowflake,Store_Relational,compiled,920,1205,76.35,197,232,84.91,1205,232
2026-W29,2026-07-17,2b422dfae3,json,Spanner,Store_Relational,compiled,305,1205,25.31,95,232,40.95,1205,232
2026-W29,2026-07-17,2b422dfae3,json,SqlServer,Store_Relational,compiled,359,1205,29.79,102,232,43.97,1205,232
2026-W29,2026-07-17,2b422dfae3,json,Trino,Store_Relational,compiled,519,1205,43.07,133,232,57.33,1205,232
2026-W30,2026-07-24,247392f2de,json,ClickHouse,Store_Relational,compiled,552,1205,45.81,142,232,61.21,1205,232
2026-W30,2026-07-24,247392f2de,json,Databricks,Store_Relational,compiled,623,1205,51.7,150,232,64.66,1205,232
2026-W30,2026-07-24,247392f2de,json,Deephaven,Store_Deephaven,compiled,66,1205,5.48,29,232,12.5,677,125
2026-W30,2026-07-24,247392f2de,json,DuckDB,Store_Relational,compiled,939,1205,77.93,198,232,85.34,1205,232
2026-W30,2026-07-24,247392f2de,json,H2,Store_Relational,compiled,693,1205,57.51,157,232,67.67,1205,232
2026-W30,2026-07-24,247392f2de,json,Java,Platform,compiled,493,1205,40.91,145,232,62.5,1117,225
2026-W30,2026-07-24,247392f2de,json,MemSQL,Store_Relational,compiled,429,1205,35.6,119,232,51.29,1205,232
2026-W30,2026-07-24,247392f2de,json,Native (compiled),,compiled,1199,1205,99.5,232,232,100.0,1205,232
2026-W30,2026-07-24,247392f2de,json,Native (interpreted),,interpreted,1198,1205,99.42,232,232,100.0,1205,232
2026-W30,2026-07-24,247392f2de,json,Oracle,Store_Relational,compiled,513,1205,42.57,124,232,53.45,1205,232
2026-W30,2026-07-24,247392f2de,json,Postgres,Store_Relational,compiled,686,1205,56.93,153,232,65.95,1205,232
2026-W30,2026-07-24,247392f2de,json,PythonLegendQL,Reverse_PCT,compiled,608,1205,50.46,130,232,56.03,1199,226
2026-W30,2026-07-24,247392f2de,json,PythonPandasAPI,Reverse_PCT,compiled,610,1205,50.62,133,232,57.33,1199,226
2026-W30,2026-07-24,247392f2de,json,SQL,Reverse_PCT,compiled,477,1205,39.59,115,232,49.57,1199,226
2026-W30,2026-07-24,247392f2de,json,Snowflake,Store_Relational,compiled,920,1205,76.35,197,232,84.91,1205,232
2026-W30,2026-07-24,247392f2de,json,Spanner,Store_Relational,compiled,305,1205,25.31,95,232,40.95,1205,232
2026-W30,2026-07-24,247392f2de,json,SqlServer,Store_Relational,compiled,359,1205,29.79,102,232,43.97,1205,232
2026-W30,2026-07-24,247392f2de,json,Trino,Store_Relational,compiled,519,1205,43.07,133,232,57.33,1205,232
2026-W31,2026-08-02,835f9f4c0a,json,ClickHouse,Store_Relational,compiled,552,1205,45.81,142,232,61.21,1205,232
2026-W31,2026-08-02,835f9f4c0a,json,Databricks,Store_Relational,compiled,623,1205,51.7,150,232,64.66,1205,232
2026-W31,2026-08-02,835f9f4c0a,json,Deephaven,Store_Deephaven,compiled,66,1205,5.48,29,232,12.5,677,125
2026-W31,2026-08-02,835f9f4c0a,json,DuckDB,Store_Relational,compiled,939,1205,77.93,198,232,85.34,1205,232
2026-W31,2026-08-02,835f9f4c0a,json,H2,Store_Relational,compiled,693,1205,57.51,157,232,67.67,1205,232
2026-W31,2026-08-02,835f9f4c0a,json,Java,Platform,compiled,493,1205,40.91,145,232,62.5,1117,225
2026-W31,2026-08-02,835f9f4c0a,json,MemSQL,Store_Relational,compiled,429,1205,35.6,119,232,51.29,1205,232
2026-W31,2026-08-02,835f9f4c0a,json,Native (compiled),,compiled,1199,1205,99.5,232,232,100.0,1205,232
2026-W31,2026-08-02,835f9f4c0a,json,Native (interpreted),,interpreted,1198,1205,99.42,232,232,100.0,1205,232
2026-W31,2026-08-02,835f9f4c0a,json,Oracle,Store_Relational,compiled,513,1205,42.57,124,232,53.45,1205,232
2026-W31,2026-08-02,835f9f4c0a,json,Postgres,Store_Relational,compiled,686,1205,56.93,153,232,65.95,1205,232
2026-W31,2026-08-02,835f9f4c0a,json,PythonLegendQL,Reverse_PCT,compiled,608,1205,50.46,130,232,56.03,1199,226
2026-W31,2026-08-02,835f9f4c0a,json,PythonPandasAPI,Reverse_PCT,compiled,610,1205,50.62,133,232,57.33,1199,226
2026-W31,2026-08-02,835f9f4c0a,json,SQL,Reverse_PCT,compiled,477,1205,39.59,115,232,49.57,1199,226
2026-W31,2026-08-02,835f9f4c0a,json,Snowflake,Store_Relational,compiled,920,1205,76.35,197,232,84.91,1205,232
2026-W31,2026-08-02,835f9f4c0a,json,Spanner,Store_Relational,compiled,305,1205,25.31,95,232,40.95,1205,232
2026-W31,2026-08-02,835f9f4c0a,json,SqlServer,Store_Relational,compiled,359,1205,29.79,102,232,43.97,1205,232
2026-W31,2026-08-02,835f9f4c0a,json,Trino,Store_Relational,compiled,519,1205,43.07,133,232,57.33,1205,232
2026-W32,2026-08-08,f962add013,json,ClickHouse,Store_Relational,compiled,571,1225,46.61,144,234,61.54,1225,234
2026-W32,2026-08-08,f962add013,json,Databricks,Store_Relational,compiled,813,1225,66.37,189,234,80.77,1225,234
2026-W32,2026-08-08,f962add013,json,Deephaven,Store_Deephaven,compiled,68,1225,5.55,30,234,12.82,700,129
2026-W32,2026-08-08,f962add013,json,DuckDB,Store_Relational,compiled,963,1225,78.61,201,234,85.9,1225,234
2026-W32,2026-08-08,f962add013,json,H2,Store_Relational,compiled,720,1225,58.78,160,234,68.38,1225,234
2026-W32,2026-08-08,f962add013,json,Java,Platform,compiled,508,1225,41.47,147,234,62.82,1137,227
2026-W32,2026-08-08,f962add013,json,MemSQL,Store_Relational,compiled,454,1225,37.06,121,234,51.71,1225,234
2026-W32,2026-08-08,f962add013,json,Native (compiled),,compiled,1219,1225,99.51,234,234,100.0,1225,234
2026-W32,2026-08-08,f962add013,json,Native (interpreted),,interpreted,1218,1225,99.43,234,234,100.0,1225,234
2026-W32,2026-08-08,f962add013,json,Oracle,Store_Relational,compiled,527,1225,43.02,125,234,53.42,1225,234
2026-W32,2026-08-08,f962add013,json,Postgres,Store_Relational,compiled,710,1225,57.96,156,234,66.67,1225,234
2026-W32,2026-08-08,f962add013,json,PythonLegendQL,Reverse_PCT,compiled,602,1225,49.14,128,234,54.7,1219,228
2026-W32,2026-08-08,f962add013,json,PythonPandasAPI,Reverse_PCT,compiled,604,1225,49.31,131,234,55.98,1219,228
2026-W32,2026-08-08,f962add013,json,SQL,Reverse_PCT,compiled,471,1225,38.45,113,234,48.29,1219,228
2026-W32,2026-08-08,f962add013,json,Snowflake,Store_Relational,compiled,948,1225,77.39,200,234,85.47,1225,234
2026-W32,2026-08-08,f962add013,json,Spanner,Store_Relational,compiled,330,1225,26.94,97,234,41.45,1225,234
